Replicate,Plate,Group,Sample,Count,median,peak,sd,cv,rCV
Rep3-0Pi-Ctrl,d011322-150min-0Pi-gtr1-R3,150min,D10,14710,28066,28796,13976.16,46.36,46.86
Rep3-0Pi-Ctrl,d011322-150min-0Pi-gtr1-R3,150min,D11,4268,2613,3940,2230.92,71.3,68.06
Rep3-0Pi-Ctrl,d011322-150min-0Pi-gtr1-R3,150min,D12,12721,6744,8112,3483.93,47.17,44.52
Rep3-0Pi-Ctrl,d011322-150min-0Pi-gtr1-R3,150min,E9,4043,2080,5575,2871,95.19,82.26
Rep3-0Pi-Ctrl,d011322-150min-0Pi-gtr1-R3,150min,E11,4694,960,188,1128.32,91.27,86.18
Rep3-0Pi-Ctrl,d011322-150min-0Pi-gtr1-R3,150min,F9,13160,34798,41252,15929.92,43.27,45.53
Rep3-0Pi-Ctrl,d011322-150min-0Pi-gtr1-R3,150min,F11,13091,8084,9484,4283.37,47.69,42.68
Rep3-0Pi-Ctrl,d011322-150min-0Pi-gtr1-R3,150min,G9,13584,35809,42301,15417.29,41.34,42.44
Rep3-0Pi-Ctrl,d011322-150min-0Pi-gtr1-R3,150min,G11,12920,8213,9491,4181.83,46.4,41.36
Rep3-0Pi-Ctrl,d011322-150min-0Pi-gtr1-R3,150min,H9,13537,31096,34815,14372.9,43.52,45.8
Rep3-0Pi-Ctrl,d011322-150min-0Pi-gtr1-R3,150min,H11,13316,7299,7727,3666.55,45.77,41.3
Rep3-0Pi-Ctrl,d011322-150min-0Pi-gtr1-R3,150min,E10,13843,25888,30191,13521.82,48.78,49.82
Rep3-0Pi-Ctrl,d011322-150min-0Pi-gtr1-R3,150min,F10,13474,24820,28127,13268.01,50.15,50.06
Rep3-0Pi-Ctrl,d011322-150min-0Pi-gtr1-R3,150min,G10,14106,23934,28141,12752.31,49.75,50.54
Rep3-0Pi-Ctrl,d011322-150min-0Pi-gtr1-R3,150min,E12,10892,5805,7366,3163.43,49.41,48.86
Rep3-0Pi-Ctrl,d011322-150min-0Pi-gtr1-R3,150min,F12,11008,5860,5725,3228.51,50.18,49.45
Rep3-0Pi-Ctrl,d011322-150min-0Pi-gtr1-R3,150min,G12,10580,6010,7130,3469.62,51.72,48.76
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,A9,9965,29686,34836,12761.24,40.8,39.74
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,A10,10121,29814,33193,13441.04,42.85,41.48
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,A11,11648,6955,7248,3754.56,48.62,45.9
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,A12,11350,7117,8382,3894.91,49.24,45
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,B9,9797,29513,29493,11754.11,38.18,35.71
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,B10,10737,26903,33143,11942.69,42.2,39.61
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,B11,11720,7776,8999,4086.14,47.52,44.87
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,B12,12557,5908,6238,4592.1,67.33,48.83
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,C9,4399,6124,8541,4969.29,71.43,66.65
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,C10,10078,26438,27468,11927.56,42.97,40.77
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,C11,4435,3219,5503,3199.51,80.1,64.62
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,C12,10615,6138,6510,4159.15,59.46,49.73
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,D9,5209,5665,7855,3804.6,62.35,57.31
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,D10,13010,24851,25616,11602.91,43.51,40.85
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,D11,4879,2334,3200,2158.03,76.21,63.2
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,D12,10818,7608,8387,3932.87,47.15,46.09
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,E9,3004,1403,736,1772.16,92.29,73.95
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,E11,3381,1270,1106,1376.49,85.02,64.44
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,F9,11370,31405,34870,13233.44,40.06,39.74
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,F11,12638,9437,10024,4956.95,47.34,43.51
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,G9,12520,28272,26842,12296.77,40.81,40.74
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,G11,12716,9309,10198,4921.58,47.3,42.99
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,H9,12932,26286,26824,11742.39,42.02,42.24
Rep1-0Pi-Ctrl,d121521-150min-0Pi-gtr1-R1,150min,H11,13361,8442,8827,4313.84,46.56,43.01
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,A9,11888,25656,29460,11340.11,42.1,36.9
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,A10,10929,26197,25052,11719.01,42.54,37.96
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,A11,12231,6655,7848,3498.72,48.06,44.62
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,A12,11132,6365,7715,3332.69,47.98,44.71
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,B9,11509,24930,29479,10741.53,41.18,35.9
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,B10,11193,24302,25019,10890.12,42.54,38.92
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,B11,11470,6940,7475,3655.37,48.23,45.01
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,B12,8730,5495,6612,4344.74,68.84,49.26
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,C9,4010,4233,5092,3565.85,73.41,75.44
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,C10,9524,28634,28784,12643.71,42.1,38.2
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,C11,3226,1806,1451,1588.39,72.22,59.02
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,C12,9415,6801,9145,3673.7,49.13,47.81
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,D9,3841,3687,4854,2883.57,69.95,75.96
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,D10,9265,28903,28081,13400.18,44.26,40.29
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,D11,2819,1801,1307,1659.61,73.26,64.13
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,D12,9617,6915,7855,3772.07,50.66,47.28
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,E9,4003,1265,873,1334.73,82.91,58.13
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,E11,4511,1102,1059,832.98,65.48,46.15
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,F9,11511,28153,26832,13231.45,45.45,40.72
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,F11,11978,8260,8688,4601.99,51.23,45.34
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,G9,9817,28880,30857,14409.31,48.96,43.23
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,G11,11921,7422,7983,3912,48.07,41.77
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,H9,11026,29914,32413,13081.33,41.9,40.56
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,H11,11912,7546,7851,3880.13,47.07,42.06
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,E10,11808,19588,17916,8429.74,40.98,39.54
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,F10,12080,19010,19541,7983.37,39.84,39.26
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,G10,11797,21487,23377,9228.54,41.3,40.97
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,E12,9448,5934,6323,3177.24,48.92,48.12
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,F12,10661,5966,6707,3265.28,49.95,47.86
Rep2-0Pi-Ctrl,d121721-150min-0Pi-gtr1-R2,150min,G12,9670,5945,6607,3226.68,49.47,47.96
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,A1,11582,33618,37448,16116.64,46,45.35
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,A2,11519,31823,34836,15864,46.9,47.65
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,A3,10001,6579,7241,3650.37,49.91,46.06
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,B1,11961,31304,38339,14135.45,43.33,43.32
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,B2,11664,22499,22366,11090.14,46.71,45.04
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,B3,11033,7155,7852,3709.05,47.51,43.85
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,C1,6910,7682,10020,7293.95,81.16,89.33
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,C3,2539,2838,3255,2888.38,82.69,72.46
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,D1,5829,7536,14216,7566.67,84.27,102.44
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,D3,3981,2280,3282,2118.69,76.05,69.06
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,E1,3485,1896,1843,2319.8,90.26,78.12
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,E3,4829,808,245,1150.87,102.1,92.11
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,F1,12950,34059,43348,15984.18,44.17,47.38
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,F3,13330,8150,9159,4233.12,47.83,46.47
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,G1,13362,31725,33161,16982.24,51.12,49.3
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,H1,15529,30585,29473,15170.12,45.64,46.82
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,C2,11990,29172,28786,14399.25,46.21,45.38
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,D2,13298,28706,31589,15242.47,49.5,48.98
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,A4,11272,6639,6704,3660.94,50.03,46.49
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,B4,11871,5143,6908,4872.55,80.1,52.09
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,C4,10348,6819,7019,4362.43,57.53,49.41
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,D4,11607,7248,7351,4278.68,53.77,48.52
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,G3,11957,8409,8832,4237.48,46.66,44.68
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,H3,12513,7215,7852,3721.13,47.51,44.76
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,E2,13998,25228,28127,13088.72,48.4,49.42
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,F2,14528,24663,25618,12599.17,47.83,48.55
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,G2,14274,27760,37430,14338.63,48.8,50.77
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,E4,11235,5983,7721,3332.49,50.52,47.9
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,F4,10957,6273,6916,3549.27,51.41,49.16
Rep3-0Pi-Ctrl,d011322-180min-0Pi-gtr1-R3,180min,G4,11478,6516,6803,3744.03,51.85,48.32
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,A1,9850,35093,33205,14457.11,39.41,37.06
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,A2,10607,32066,33986,13979.94,41.48,39.25
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,A3,10751,7229,7248,4122.36,50.8,47.21
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,B1,10527,33049,34832,13334.03,38.81,36.63
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,B2,11370,29105,27484,13208.03,42.98,39.78
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,B3,10590,8103,8677,4562.01,50.41,47.11
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,C1,4567,6848,8717,5109.21,67.31,61.9
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,C3,2513,3209,4246,3914.41,91.67,63.99
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,D1,5569,6343,8694,4262.54,63.58,58.25
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,D3,2629,2410,1687,2261.33,75.99,63.24
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,E1,3352,1709,1224,1801.31,82,70.85
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,E3,2937,1236,1036,1216.17,79.73,67.05
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,F1,11764,33766,33209,13894.98,38.88,38.78
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,F3,12163,10140,10773,5269.79,47.38,44.29
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,G1,12214,31552,31609,13599.69,40.66,41.14
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,H1,12601,29998,30160,13024.69,41.29,42.5
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,C2,10851,29999,29456,13051.32,41.18,39.77
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,D2,13454,29981,29475,13443.84,42.21,39.69
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,A4,11953,7386,8682,4132.19,49.95,45.71
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,B4,10894,5867,6914,4427.33,65.04,50.28
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,C4,10228,6456,8391,4697.47,62.36,51.69
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,D4,11010,7516,9484,4092.65,49.24,45.82
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,G3,12586,10171,10389,5444.67,48.76,45.42
Rep1-0Pi-Ctrl,d121521-180min-0Pi-gtr1-R1,180min,H3,11761,9131,9659,4996.07,49.56,46.91
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,A1,9991,30527,30206,14631.2,46.3,41.03
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,A2,10070,34195,30892,16157.17,46.04,40.02
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,A3,10496,7312,8257,4019.26,49.82,44.3
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,B1,10900,29489,29470,15958.24,54.41,44.41
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,B2,10768,29456,28776,15135.14,50.41,43.4
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,B3,10995,7626,9488,4064.97,49.01,44.85
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,C1,3627,4173,6414,6893.63,125.85,105.09
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,C3,3161,1588,1186,1367.57,71.09,60.13
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,D1,4598,3796,7138,3528.59,80.42,94.83
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,D3,3410,1422,1238,1350.64,75.6,66.26
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,E1,5456,1141,897,1133.63,77.84,57.3
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,E3,4207,816,449,780.89,77.15,67.95
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,F1,11302,32971,35671,14832.36,43.83,38.94
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,F3,11797,8501,10019,4570.77,49.88,45.64
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,G1,13733,28570,31643,12791.17,42.4,38.26
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,H1,11427,28522,29492,13368.78,44.31,43.34
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,C2,10728,33106,38344,15806.03,46.33,39.89
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,D2,10456,33949,34828,15957.93,45.92,39.35
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,A4,10729,7546,7859,4116.26,50.22,47.35
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,B4,10890,5498,7598,4496.14,72.17,57.14
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,C4,10287,6982,8834,3789.99,49.88,46.38
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,D4,11146,7344,8531,4188.64,52.88,48.8
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,G3,11984,8643,8837,4347.05,46.8,44.45
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,H3,11306,8200,9005,4389.86,50.12,48.02
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,E2,12898,17973,18319,7942.52,42.21,37.06
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,F2,13132,20939,22837,8843.56,40.12,39.02
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,G2,11608,20546,21345,8887.14,41.23,39.76
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,E4,12662,6247,7476,3136.51,46.51,44.42
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,F4,11259,6342,6917,3483.47,50.42,46.78
Rep2-0Pi-Ctrl,d121721-180min-0Pi-gtr1-R2,180min,G4,11264,6901,8830,3984.13,52.24,48.08
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,A5,10550,30593,37391,17274.07,54.15,53.2
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,A6,11625,26681,31656,13906.23,49.13,46.56
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,A7,9985,7189,7236,4025.96,50.81,47.37
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,A8,11608,6983,8118,3756.21,49.27,45.69
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,B5,10295,27224,30971,15589.31,56.19,53.16
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,B6,12231,20269,22324,10642.15,49.72,45.31
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,B7,10364,7517,8834,3989.38,48.73,46.91
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,B8,11124,5168,6514,5048.11,81.6,54.51
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,C5,4955,8250,13092,7118.21,76,82.68
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,C6,11715,28417,32339,14302.77,47.05,46.08
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,C7,2041,2789,3148,2922.97,83.35,66.13
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,C8,10650,7001,7242,4664.38,59.54,50.82
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,D5,6289,7894,13330,7286.57,79.32,93.36
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,D6,14815,28901,35662,14851.22,47.44,47.88
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,D7,1975,2318,2758,2185.46,76.79,65.88
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,D8,11523,7600,7715,4504.02,53.23,48.05
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,E5,2878,1903,1427,2274.11,87.35,75.69
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,E7,4405,871,154,1463.24,122.3,86.64
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,F5,12603,33947,44431,16140.75,44.19,47.24
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,F7,13268,7518,8537,4073.47,49.18,46.41
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,G5,12983,36580,45496,16458.07,42.82,45.23
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,G7,12282,8286,9835,4484.14,49.51,46.88
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,H5,13086,35280,40262,16252.28,43.69,48.63
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,H7,12634,7962,9640,4374.42,49.59,47.69
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,E6,14866,24307,28774,12816.24,49.06,49.93
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,F6,13801,23652,27498,12032.91,47.33,47.67
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,G6,14258,25661,30161,13668.27,49.9,51.83
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,E8,10640,6361,6702,3458.47,49.43,48.53
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,F8,11298,6358,8105,3559.12,51.26,49.44
Rep3-0Pi-Ctrl,d011322-210min-0Pi-gtr1-R3,210min,G8,10942,7069,8999,4117.42,53.16,49.58
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,A5,10016,32548,33171,14653.57,42.89,40.64
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,A6,12018,29507,35642,13021.53,42.02,38.52
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,A7,10224,7325,6408,4379.75,53.1,47.78
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,A8,10079,7775,9147,4848.82,55.43,49.33
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,B5,10802,33755,34023,14025.4,40.23,36.59
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,B6,12492,30469,31630,13315.97,41.66,39.68
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,B7,10695,8454,9491,5187.24,54.61,49.28
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,B8,9513,6439,6608,5459.5,72.09,53.37
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,C5,3663,7249,8983,5420.02,67.72,59.11
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,C6,10951,33168,36512,14637.58,42.36,40.32
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,C7,3658,3727,4907,6040.9,106.79,71.61
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,C8,10236,7370,7716,6192.77,69.81,55.66
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,D5,5092,6514,10593,4571.86,66.69,67.15
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,D6,11795,33374,33982,14605.05,41.69,40.14
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,D7,4331,2637,5971,4309.81,104.26,77.76
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,D8,10178,7893,10389,4576.87,51.9,47.49
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,E5,3001,1655,1307,1643.42,78.59,66.83
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,E7,3615,1178,735,1407.88,94.92,64.19
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,F5,13205,36237,37426,14390.78,37.91,38
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,F7,12828,10260,11425,5501.16,48.52,46.78
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,G5,11747,34354,34016,14423.28,40.15,40.22
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,G7,12210,10282,10789,5708.16,50.03,48.67
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,H5,11935,35406,40278,13743.18,37.79,38.46
Rep1-0Pi-Ctrl,d121521-210min-0Pi-gtr1-R1,210min,H7,12071,9702,10980,5495.03,50.85,47.42
Rep2-0Pi-Ctrl,d121721-210min-0Pi-gtr1-R2,210min,A5,10572,34870,39291,15150.85,42.01,37.81
Rep2-0Pi-Ctrl,d121721-210min-0Pi-gtr1-R2,210min,A6,9725,34041,34863,15719.36,45.86,39.42
Rep2-0Pi-Ctrl,d121721-210min-0Pi-gtr1-R2,210min,A7,10475,8094,8989,4429.69,50.21,47.86
Rep2-0Pi-Ctrl,d121721-210min-0Pi-gtr1-R2,210min,A8,10319,7715,8675,4085.54,48.59,47.14
Rep2-0Pi-Ctrl,d121721-210min-0Pi-gtr1-R2,210min,B5,10154,31634,30957,13609.25,41.76,37.41
Rep2-0Pi-Ctrl,d121721-210min-0Pi-gtr1-R2,210min,B6,12325,28783,27457,12506.84,42.33,38.74
Rep2-0Pi-Ctrl,d121721-210min-0Pi-gtr1-R2,210min,B7,11120,8460,9150,4424.78,48.25,45.86
Rep2-0Pi-Ctrl,d121721-210min-0Pi-gtr1-R2,210min,B8,9443,6269,7020,4689.56,65.48,50.61
Rep2-0Pi-Ctrl,d121721-210min-0Pi-gtr1-R2,210min,C5,4625,4569,7742,9392.66,136.95,119.28
